asm_area_code,customer_code,Year,Month,unique_retailers,invoice_count
COIM,1303,2012,4,396,1129
CENTU,280,2011,10,245,397
BENGS,18,2011,7,346,921
CENTU,433,2012,1,1252,2615
HYDE2,1077,2013,7,155,305
EASTU,2068,2013,8,137,642
NER,1886,2013,10,186,333
PUNEN,77,2011,12,1051,2782
WESTU,1437,2012,7,361,1010
NAGP,89,2012,2,205,344
BENGS,451,2011,8,329,833
DELHM,185,2011,11,1021,2286
MUMB2,1317,2013,10,771,1697
HYDE2,843,2012,4,189,477
BENGS,1558,2011,11,703,1412
EASTU,276,2012,4,217,453
GUJAS,289,2011,5,199,567
HARY&,334,2013,4,195,329
PUNES,291,2012,8,64,108
GUJAS,1143,2011,9,368,773
VIJA,341,2011,11,119,337
DELHM,1276,2011,8,208,609
BENGN,1854,2012,1,259,547
COIM,2375,2013,12,1745,3252
BIHAE,1413,2012,11,115,217
BENGS,307,2012,2,856,1529
PUNES,292,2013,8,231,897
RAJA,2341,2013,10,162,380
PUNEN,1023,2013,1,437,1185
DELHM,1316,2011,9,1043,2355
CENTU,2548,2013,12,389,1189
COIM,160,2011,10,196,424
CHEN,440,2013,8,514,1128
BANG,2141,2012,11,1377,2602
RAJA,1228,2013,5,248,806
BENGN,999,2011,7,180,644
HYDE2,473,2013,11,102,567
EASTM,335,2012,8,174,308
VIJA,341,2013,4,107,181
VIJA,52,2011,9,344,990
PUNJ,608,2013,12,762,1425
DELHM,1596,2012,1,2199,3518
BANG,2562,2013,11,1551,4191
WESTU,166,2013,7,229,771
BIHAW,1986,2012,1,1167,1969
CENTU,1222,2013,12,1629,2757
VIJA,1020,2011,8,120,146
JHAR,542,2013,3,65,185
WESTU,168,2013,8,168,576
MUMB2,482,2011,10,697,1578
WESTU,304,2011,8,86,251
WESTU,1027,2012,6,359,852
PUNES,81,2013,9,405,987
WESTU,1915,2011,7,127,233
RAJA,1938,2013,6,184,580
RAJA,116,2012,2,600,1373
PUNES,993,2013,3,161,513
GUJAS,399,2013,10,153,433
WESTU,1915,2012,12,225,438
VIJA,455,2012,6,261,536
BANG,2506,2013,3,159,303
HYDE2,1304,2011,4,489,1325
NER,1897,2012,2,99,360
PUNJ,1147,2011,11,106,171
PUNEN,1023,2013,6,462,1437
VIJA,552,2012,8,158,298
VIJA,45,2012,1,385,866
VIJA,622,2012,12,142,304
HYDE1,1021,2011,6,2191,5359
BANG,2458,2013,4,606,885
WESTU,2103,2013,3,96,138
MUMB2,213,2012,8,632,1981
MUMB2,1317,2012,3,815,2418
PUNEN,448,2013,3,1228,2811
PUNEN,1690,2012,10,837,2477
HYDE2,1653,2013,12,614,1617
VIJA,228,2013,4,75,222
GUJAS,997,2011,11,137,283
BENGN,996,2011,8,538,1284
HYDE2,1304,2013,7,553,1107
PUNEN,525,2013,2,1713,4417
VIJA,1103,2011,6,91,251
VIJA,359,2013,7,102,316
HUBL,1430,2013,9,668,2477
VIJA,2144,2013,12,430,947
GUJAS,399,2013,4,154,568
COIM,1578,2012,6,270,434
BENGN,656,2011,12,141,422
RAJA,126,2011,12,595,1529
CENTU,967,2013,6,866,1691
BIHAE,534,2012,5,173,320
NER,1033,2011,4,507,1292
VIJA,1530,2012,11,881,1749
CHEN,975,2011,9,1151,2733
EASTM,1733,2011,6,538,1189
RAJA,1455,2013,11,1533,2925
NAGP,89,2013,7,221,628
VIJA,43,2012,10,295,465
HARY&,2337,2013,8,81,102
BANG,147,2013,12,2072,5100
EASTU,282,2011,10,119,379
EASTM,1889,2011,7,208,475
JHAR,360,2012,1,600,1213
ORIS,12,2013,11,135,659
CENTU,2670,2013,8,189,573
NER,219,2011,4,330,798
EASTU,1203,2013,3,460,686
CHEN,1664,2012,3,393,611
PUNEN,1690,2012,4,893,2497
ORIS,1730,2011,6,884,1873
DELHM,1276,2012,7,179,426
BIHAE,624,2011,8,253,490
CHEN,2273,2013,12,727,2097
HARY&,2422,2013,12,49,84
WESTU,2115,2012,1,189,216
DELHM,1980,2012,1,720,2135
HYDE2,257,2012,4,205,511
CHEN,440,2012,4,415,908
HYDE2,601,2011,4,133,275
WESTM,2357,2013,12,120,339
EASTM,593,2013,7,250,720
JHAR,541,2011,5,108,248
JHAR,345,2012,9,315,863
PUNJ,1190,2012,9,1507,2350
VIJA,622,2011,7,141,261
BIHAE,536,2012,12,108,140
WESTU,465,2012,10,996,1560
BANG,1526,2012,10,2241,5115
HYDE2,363,2013,8,172,739
NAGP,99,2011,5,2006,5951
MUMB1,1677,2011,5,68,557
HYDE2,363,2012,3,146,318
WESTU,168,2012,3,165,485
GUJAN,1448,2012,7,658,1823
BENGS,1357,2013,12,227,1065
RAJA,116,2013,7,656,1639
GUJAN,1302,2013,5,1051,1848
HARY&,64,2012,1,352,837
PUNES,327,2013,4,130,474
MUMB2,394,2013,9,2693,8659
HUBL,2327,2012,10,91,155
PUNES,1245,2012,8,156,352
DELHM,2529,2013,6,4242,7883
HYDE1,463,2013,6,86,297
BENGN,999,2012,8,156,263
HARY&,393,2011,6,522,1395
ORIS,9,2012,12,217,542
WESTU,961,2013,6,1081,2152
HYDE2,1130,2011,6,311,653
HARY&,1722,2013,1,330,574
BIHAE,35,2012,11,311,612
RAJA,1455,2013,5,1218,2571
GUJAN,131,2012,12,207,281
PUNEN,1171,2012,8,152,269
EASTM,1822,2012,11,559,1307
RAJA,1905,2012,10,207,342
HUBL,555,2011,7,355,778
ORIS,1730,2011,5,917,2295
BENGN,2372,2013,9,320,792
PUNEN,1322,2013,12,133,376
NER,243,2013,11,275,1041
PUNJ,230,2013,8,121,302
COIM,160,2011,9,187,437
ORIS,356,2011,12,208,489
BIHAW,547,2012,7,161,268
BANG,2562,2013,5,1818,4192
WESTM,523,2012,12,979,2587
HYDE2,601,2012,9,157,255
PUNEN,1198,2013,1,104,166
WESTU,383,2013,7,338,684
PUNEN,1349,2012,2,110,188
COIM,1578,2012,5,278,434
PUNEN,79,2011,8,296,374
WESTM,2630,2013,9,993,2187
VIJA,1020,2012,12,125,268
BANG,148,2013,1,94,268
BENGN,2499,2013,8,109,411
NAGP,90,2011,8,172,347
CENTU,369,2012,7,430,969
BENGN,1227,2011,6,180,377
PUNEN,80,2012,10,81,133
PUNEN,460,2012,10,1123,3111
NAGP,97,2012,8,845,1467
JHAR,1819,2011,10,114,456
HYDE1,1892,2011,9,949,2088
CENTU,325,2012,5,201,459
EASTU,277,2013,5,266,824
CENTU,1235,2011,5,432,733
BIHAW,1360,2011,8,488,1005
EASTM,74,2011,12,187,811
JHAR,1745,2011,10,253,587
PUNEN,1419,2013,9,97,321
BANG,1981,2012,1,469,1469
CENTU,280,2011,9,253,338
GUJAS,997,2011,5,140,306
BENGN,638,2013,9,162,537
JHAR,360,2011,12,642,1342
HARY&,334,2011,8,118,164
WESTU,1437,2013,10,302,924
WESTM,521,2012,4,1436,3632
GUJAN,2368,2012,10,202,313
PUNEN,1023,2013,5,462,1864
WESTU,167,2012,7,787,1104
PUNJ,233,2013,8,252,634
GUJAS,1449,2012,7,587,1505
BENGS,481,2012,1,222,472
PUNEN,1349,2013,7,163,398
VIJA,552,2011,5,145,291
BIHAE,1274,2013,6,103,329
WESTU,2792,2013,11,3,3
DELHM,1316,2011,10,1041,2238
DELHM,1746,2011,5,191,381
BIHAE,534,2012,3,168,309
HUBL,1621,2013,7,872,1979
JHAR,395,2011,7,317,627
GUJAS,747,2011,4,278,459
BIHAW,535,2013,4,363,577
MUMB2,482,2011,9,607,1161
GUJAN,1985,2011,10,924,3298
EASTU,278,2012,9,57,82
HUBL,2279,2013,2,212,399
BIHAE,1274,2012,2,96,278
DELHM,1809,2013,11,665,1817
JHAR,541,2013,6,119,544
HYDE2,1381,2013,2,776,2387
MUMB2,1025,2011,8,185,415
CENTU,2204,2013,2,139,455
GUJAS,449,2011,7,365,790
HYDE2,1447,2012,6,506,968
HYDE1,1282,2012,10,1310,2388
HARY&,62,2013,1,212,461
BIHAW,1960,2013,5,93,213
BENGN,620,2013,4,188,529
EASTM,71,2013,7,351,939
MUMB1,1065,2013,3,1212,3909
KOLK,2075,2012,10,2093,3436
COIM,2293,2012,9,252,500
EASTU,774,2011,6,164,689
EASTM,267,2012,4,270,628
GUJAN,131,2011,6,208,384
HARY&,1534,2013,9,419,1218
PUNES,1244,2012,10,153,722
HYDE1,1021,2013,4,5214,9083
JHAR,459,2012,2,139,296
GUJAN,1448,2012,1,648,1698
PUNES,1343,2011,6,307,540
PUNEN,1198,2013,12,142,575
BIHAW,746,2013,11,376,1117
CHEN,1594,2013,11,644,1562
PUNES,329,2012,10,77,228
CENTU,1235,2013,11,406,814
BIHAW,2780,2013,12,121,421
NAGP,388,2012,12,153,288
MUMB2,297,2013,12,746,2584
PUNJ,233,2011,6,267,608
PUNEN,77,2012,2,1185,2792
HUBL,731,2011,5,875,1627
PUNEN,1575,2012,11,118,189
JHAR,1051,2012,11,354,850
COIM,556,2012,5,294,457
KOLK,1281,2011,7,1149,2383
WESTU,306,2011,5,101,206
HYDE2,257,2013,9,218,570
COIM,1578,2011,4,237,354
VIJA,247,2013,2,109,265
HYDE2,1447,2011,6,562,824
WESTM,268,2013,9,319,1009
CENTU,2548,2013,9,263,423
BENGS,1257,2013,9,241,436
WESTM,262,2011,8,164,507
PUNEN,743,2011,9,258,598
PUNEN,1171,2011,4,123,321
BANG,2457,2013,5,180,409
JHAR,1766,2012,3,80,252
GUJAS,1143,2011,10,430,970
MUMB2,482,2012,9,775,1518
HYDE2,1593,2013,11,112,176
HUBL,2315,2012,10,100,268
PUNJ,1823,2013,1,799,1602
KOLK,1849,2013,6,1647,3527
WESTM,268,2013,10,319,905
CENTU,1235,2012,6,399,755
KOLK,1818,2012,4,1350,2669
EASTU,278,2012,10,56,86
BIHAW,746,2012,6,210,332
BIHAW,1411,2013,3,140,219
ORIS,2407,2013,3,112,171
PUNES,329,2012,9,81,212
RAJA,114,2013,12,1011,3012
ORIS,1730,2012,7,968,1730
MUMB2,1878,2012,12,2036,8044
BIHAE,1954,2013,5,154,460
BENGS,18,2012,12,346,966
BIHAE,2398,2012,10,43,52
VIJA,1426,2012,2,1052,1801
NER,221,2013,1,213,1134
BENGS,1091,2011,9,325,671
EASTM,593,2013,3,263,712
HYDE1,1176,2013,10,127,459
EASTM,261,2012,1,129,550
PUNEN,525,2012,2,1726,3466
RAJA,120,2013,11,933,2001
COIM,1170,2013,3,183,427
WESTU,2596,2013,9,195,312
BANG,1756,2013,2,458,675
CENTU,1139,2012,12,256,357
PUNEN,1199,2013,12,220,623
COIM,873,2012,9,192,318
HUBL,2315,2012,9,89,146
GUJAN,2351,2013,3,289,628
CENTU,2036,2012,8,252,386
NAGP,93,2013,9,390,1305
BIHAE,533,2012,10,559,1128
EASTM,335,2013,9,172,649
WESTU,177,2011,4,69,146
HYDE2,1422,2013,11,142,443
HYDE2,1422,2012,6,161,414
BENGN,996,2012,2,652,1402
ORIS,356,2013,8,192,475
GUJAS,1779,2011,5,1129,3337
WESTU,2015,2012,3,72,115
BENGS,22,2013,1,585,1668
COIM,1223,2013,5,507,1034
HARY&,2336,2013,12,144,512
MUMB2,296,2013,11,984,2712
ORIS,475,2011,7,160,445
WESTU,2084,2012,6,155,384
ORIS,12,2013,2,135,386
CHEN,1780,2013,5,719,1761
NER,1033,2011,5,516,1385
COIM,163,2012,8,512,1014
WESTU,2014,2013,6,116,224
GUJAS,1164,2011,7,1477,3550
CHEN,1882,2012,1,246,580
PUNJ,2106,2013,5,579,1330
HYDE2,1014,2013,6,146,655
VIJA,43,2013,4,305,1245
RAJA,408,2013,12,992,2340
COIM,2293,2013,5,327,847
RAJA,2355,2013,4,130,227
ORIS,11,2013,7,243,990
PUNJ,238,2011,4,135,219
HUBL,2012,2011,11,566,1469
VIJA,1893,2011,7,90,295
PUNJ,302,2012,5,122,224
BENGS,5,2012,1,885,2851
MUMB1,1243,2012,2,1320,5296
VIJA,622,2013,8,145,409
HARY&,2337,2012,10,84,118
GUJAS,1811,2012,4,935,2294
WESTM,1098,2012,10,320,647
EASTU,275,2013,9,281,708
WESTM,263,2012,10,215,578
COIM,1170,2011,11,150,290
PUNES,2317,2013,2,206,434
WESTM,1055,2011,11,1054,2141
PUNEN,1419,2012,5,88,116
MUMB1,1392,2011,12,6688,17962
MUMB2,1603,2011,7,1894,5818
GUJAN,137,2012,10,349,801
COIM,556,2011,9,249,417
NAGP,2024,2012,3,274,298
BANG,1369,2013,7,876,1879
WESTM,990,2011,9,538,967
NER,1956,2012,1,38,53
HUBL,1242,2011,11,434,805
GUJAN,1804,2013,12,1837,5652
BANG,2443,2013,5,347,616
COIM,1223,2012,8,505,1031
BENGN,999,2012,11,167,314
VIJA,1674,2011,11,584,970
GUJAN,137,2011,9,347,960
PUNEN,79,2013,5,415,766
VIJA,1893,2013,5,98,290
DELHM,2152,2013,3,1573,3429
WESTM,990,2012,10,667,1322
HARY&,64,2012,2,342,787
HARY&,424,2012,8,453,836
BENGS,1284,2013,2,275,1003
CHEN,1916,2013,2,167,323
BENGN,537,2012,12,122,251
RAJA,1939,2012,12,1128,2489
BENGS,649,2013,4,465,1315
WESTU,165,2012,2,398,810
CHEN,975,2011,7,1166,3585
BANG,1154,2011,4,414,1171
BENGS,768,2013,9,572,1299
GUJAN,1268,2012,11,1213,2266
DELHM,1105,2011,11,526,948
EASTM,2400,2013,12,76,266
CENTU,325,2013,8,183,322
WESTU,775,2012,12,977,1645
PUNEN,1896,2011,11,638,1490
VIJA,228,2013,3,75,179
NER,1724,2013,4,173,432
HARY&,2536,2013,4,219,273
JHAR,395,2012,2,269,587
BENGN,24,2012,12,139,218
MUMB1,56,2011,12,1180,12210
VIJA,341,2012,8,120,212
DELHM,591,2013,8,1107,3292
HARY&,2335,2013,10,104,292
PUNJ,419,2013,4,230,735
HYDE2,2314,2013,9,220,765
BIHAE,2544,2013,5,178,558
ORIS,475,2013,9,147,396
RAJA,114,2012,3,873,2006
VIJA,1426,2011,7,709,1284
VIJA,860,2011,6,65,139
HUBL,1430,2011,10,296,638
RAJA,116,2012,10,724,1577
MUMB2,456,2012,4,83,184
WESTU,2115,2012,12,953,1557
WESTM,521,2011,9,1070,3117
BIHAE,1274,2013,5,100,350
WESTU,2015,2012,5,144,296
HYDE2,2316,2013,9,91,276
NAGP,2332,2013,11,265,737
KOLK,1817,2013,12,2439,7314
HYDE2,255,2011,9,176,350
WESTU,304,2012,1,89,248
BIHAW,1960,2011,11,95,146
MUMB2,379,2013,12,9,10
VIJA,228,2011,12,71,92
EASTM,410,2011,12,466,902
GUJAS,1779,2012,4,1717,3842
MUMB2,296,2011,5,794,1833
PUNJ,1147,2011,10,90,147
WESTU,2074,2013,2,169,343
MUMB1,1065,2011,7,2318,5825
VIJA,1089,2013,9,132,383
NER,1897,2012,5,153,448
EASTM,1822,2011,12,599,1621
PUNJ,237,2012,5,163,367
GUJAS,2721,2013,9,415,868
BANG,344,2012,8,1303,2928
NAGP,1090,2011,7,1526,3751
MUMB2,2479,2013,7,2429,4989
COIM,337,2011,11,1603,2429
VIJA,372,2013,12,447,1317
BENGS,2517,2013,8,155,366
EASTM,593,2013,5,264,860
BIHAW,566,2012,9,23,30
NAGP,764,2013,9,216,606
CENTU,1139,2012,7,250,336
BENGS,1558,2011,5,838,2253
BIHAE,1954,2011,11,150,473
MUMB2,1680,2011,7,209,335
CHEN,1863,2011,6,344,735
NER,648,2013,1,424,671
HUBL,427,2013,8,235,749
PUNEN,330,2011,7,89,189
VIJA,372,2011,6,385,712
MUMB1,1392,2011,7,6527,22236
NAGP,764,2012,7,196,385
BIHAE,533,2013,6,732,2479
ORIS,2407,2013,5,159,634
WESTU,846,2011,6,151,290
GUJAN,132,2013,1,341,1096
NER,1956,2012,11,70,75
HYDE2,254,2011,12,159,351
BANG,1981,2012,2,468,1336
PUNEN,1199,2013,8,219,667
PUNES,1666,2013,10,594,1421
HYDE1,2282,2013,5,2549,4654
MUMB2,532,2013,3,1088,3958
BANG,1756,2011,6,743,1371
NER,1724,2012,9,148,324
EASTM,335,2011,12,170,350
CHEN,1780,2012,2,794,1071
KOLK,1824,2011,10,1926,3642
KOLK,1556,2012,8,264,1227
COIM,1038,2011,9,217,481
HARY&,424,2011,7,428,1304
MUMB2,2244,2012,7,1968,4357
ORIS,1359,2011,4,1057,2819
HYDE2,1562,2011,11,163,226
PUNES,1666,2011,7,464,1206
CHEN,104,2012,9,317,596
BENGN,1008,2011,9,156,356
HYDE2,250,2013,7,132,483
HYDE2,1337,2013,2,116,164
NAGP,388,2012,8,112,236
BIHAE,1413,2013,4,116,348
WESTU,165,2011,8,443,1047
HYDE1,876,2013,5,2448,6796
WESTM,271,2011,9,223,401
PUNES,1336,2011,9,51,64
MUMB1,1243,2011,7,1374,4969
MUMB2,213,2011,9,638,1692
HYDE2,245,2011,4,233,426
PUNJ,302,2012,3,38,44
VIJA,552,2012,3,134,236
JHAR,550,2013,2,117,406
PUNEN,1419,2013,7,93,269
EASTM,2746,2013,9,5,6
HARY&,60,2013,9,286,760
HYDE2,187,2012,9,191,340
PUNEN,326,2012,2,95,160
GUJAN,470,2012,1,897,2133
ORIS,1590,2013,11,160,494
PUNES,1067,2013,12,525,1471
HUBL,555,2011,12,325,747
PUNJ,237,2011,10,162,359
PUNES,327,2013,9,138,514
VIJA,47,2011,6,451,980
CENTU,645,2013,4,178,516
COIM,1170,2013,5,160,503
HUBL,450,2011,9,402,773
NAGP,93,2012,12,385,973
HYDE2,250,2012,6,129,450
BENGN,1008,2012,10,167,528
RAJA,116,2011,9,667,1614
ORIS,1730,2012,12,992,2104
BIHAE,1954,2013,3,123,228
WESTU,166,2011,8,155,464
BENGS,343,2012,4,234,449
NER,365,2011,4,8,8
COIM,337,2013,3,2055,3244
ORIS,1436,2012,3,571,1257
BENGS,481,2013,10,198,485
MUMB2,482,2012,10,1145,2412
GUJAN,131,2012,4,210,521
VIJA,47,2012,4,436,1087
PUNEN,743,2011,10,230,617
HARY&,393,2012,9,1252,2397
NER,1956,2011,8,20,23
NAGP,2024,2011,10,254,516
KERA,1194,2013,10,327,532
RAJA,113,2012,10,380,572
CHEN,440,2013,6,524,1184
ORIS,9,2012,4,228,466
NER,217,2012,12,315,972
BENGS,2420,2013,11,178,417
PUNEN,79,2013,3,429,584
CENTU,170,2013,4,241,518
COIM,873,2013,5,195,502
BIHAW,1960,2013,3,75,110
WESTU,2064,2012,12,140,251
HARY&,65,2012,10,228,847
RAJA,113,2011,9,380,564
BENGN,1854,2012,11,232,380
HARY&,68,2013,6,220,527
WESTU,2015,2013,12,197,615
VIJA,372,2012,3,365,787
GUJAN,470,2012,9,922,2237
HYDE2,1726,2013,5,488,1459
NAGP,1036,2013,12,867,3382
CENTU,325,2012,6,219,481
GUJAN,1804,2011,5,1012,2172
RAJA,121,2011,7,190,348
EASTM,2330,2012,12,125,287
ORIS,1927,2011,12,183,451
HARY&,59,2013,8,193,772
EASTU,277,2013,6,236,457
PUNES,1579,2012,2,636,1121
WESTU,1437,2013,11,330,1135
JHAR,8,2011,11,969,3321
VIJA,1089,2011,4,116,345
WESTU,165,2013,5,452,1195
BENGS,1357,2011,5,167,472
MUMB2,1489,2011,10,456,921
BIHAE,624,2012,8,257,472
EASTM,593,2012,9,255,747
DELHM,1591,2013,3,4577,7186
KOLK,2075,2012,1,1290,1949
RAJA,116,2013,3,696,1338
PUNEN,1349,2011,8,134,264
BANG,1016,2011,9,1883,3462
HYDE2,252,2013,8,137,464
CENTU,2031,2012,11,78,108
PUNJ,2414,2013,9,188,417
ORIS,475,2012,8,149,373
HYDE2,1422,2012,10,187,395
PUNES,1067,2012,3,485,969
WESTM,271,2011,11,225,348
MUMB1,1065,2012,2,1990,5369
NAGP,1062,2013,8,1088,3588
HUBL,2199,2013,10,233,254
HYDE2,187,2012,11,193,398
CENTU,369,2013,2,409,711
VIJA,1000,2012,9,737,1444
VIJA,1000,2013,4,266,540
PUNJ,236,2012,3,173,312
GUJAS,997,2011,8,141,313
MUMB1,2511,2013,8,3381,7542
BIHAE,1219,2012,6,243,342
PUNEN,1665,2012,12,922,2610
MUMB2,294,2012,7,654,1643
PUNEN,1665,2013,10,1764,6528
DELHM,1105,2013,9,570,1891
BIHAE,536,2012,5,160,221
BENGN,537,2012,8,122,279
HYDE2,258,2011,5,75,129
BANG,2443,2013,3,245,290
WESTM,1470,2012,12,157,321
VIJA,1094,2012,8,322,547
VIJA,52,2012,1,513,993
PUNEN,2348,2013,6,223,648
CENTU,645,2012,7,178,381
ORIS,748,2011,10,195,294
BANG,148,2011,9,103,306
GUJAN,1985,2012,5,1059,3958
PUNES,993,2011,7,132,345
RAJA,126,2011,11,566,1113
HUBL,427,2013,12,233,716
PUNEN,2319,2013,2,137,200
GUJAN,137,2012,1,354,934
VIJA,1674,2012,1,534,868
EASTU,1044,2011,9,152,189
HUBL,2318,2013,6,119,358
BIHAW,2307,2013,9,189,478
WESTU,357,2011,11,434,806
WESTM,263,2013,6,215,535
HUBL,1844,2012,1,332,780
DELHM,591,2012,3,1102,1968
BENGN,638,2013,12,162,613
MUMB2,532,2012,8,985,3164
WESTU,166,2011,7,146,371
VIJA,552,2012,5,151,288
BIHAE,624,2011,9,260,596
JHAR,459,2011,12,166,489
WESTU,2016,2013,11,161,561
NAGP,94,2012,8,231,583
CHEN,1664,2011,7,72,170
CHEN,1068,2012,5,176,309
VIJA,372,2011,10,352,687
NER,648,2011,5,433,852
WESTU,2717,2013,8,39,47
EASTM,73,2012,9,400,944
WESTM,1055,2012,2,1060,2409
RAJA,129,2013,1,296,589
PUNES,1102,2012,12,246,659
EASTU,276,2013,11,202,628
PUNJ,237,2012,3,113,214
NER,243,2013,9,292,935
KOLK,1281,2011,8,923,1925
DELHM,1174,2012,9,1949,4641
HARY&,62,2013,10,214,464
NAGP,764,2012,12,214,477
HYDE2,473,2012,4,80,128
CHEN,1863,2011,10,331,765
HYDE2,1726,2011,11,435,1020
WESTU,2064,2013,5,138,391
WESTU,775,2011,6,857,1458
WESTU,2016,2012,6,141,417
WESTU,846,2013,1,259,446
PUNEN,1189,2012,4,145,437
RAJA,408,2011,6,771,1789
DELHM,1980,2013,11,1483,3146
MUMB2,2479,2013,12,4009,10253
HYDE1,1891,2013,6,1965,5380
BANG,2290,2013,8,446,1020
DELHM,1980,2013,6,1454,3281
HYDE2,1726,2011,6,454,1146
WESTU,168,2011,12,157,597
HUBL,1844,2013,1,406,780
PUNEN,1213,2012,2,73,135
CENTU,1222,2011,10,951,1791
BANG,1369,2012,6,206,593
RAJA,129,2012,12,296,491
BIHAE,533,2012,1,581,1200
BIHAE,803,2012,1,163,345
WESTM,266,2013,7,208,914
JHAR,2408,2013,4,219,429
BANG,148,2011,11,100,282
HYDE2,1562,2012,1,166,325
EASTU,1044,2013,7,165,372
BANG,2471,2013,4,782,1067
MUMB2,297,2013,7,736,2411
ORIS,9,2011,5,224,587
GUJAS,607,2011,9,186,487
BIHAE,536,2011,9,158,248
HYDE2,250,2013,8,170,540
BANG,1526,2013,9,1502,2409
PUNES,1744,2011,7,199,414
PUNES,1244,2012,6,114,324
WESTM,1470,2013,1,157,399
VIJA,1020,2011,7,113,163
JHAR,8,2013,3,1026,3683
EASTM,410,2012,2,407,722
BIHAE,1219,2012,11,194,282
CENTU,1903,2012,10,576,984
HYDE2,473,2011,10,75,126
BIHAE,1274,2011,12,98,279
HUBL,1621,2012,4,985,1780
COIM,556,2013,12,290,697
PUNES,1579,2012,11,551,877
COIM,337,2013,5,1785,3470
WESTM,271,2013,3,231,450
BIHAW,1360,2011,6,500,997
NAGP,1062,2012,4,937,2847
BANG,144,2013,2,54,116
NER,243,2013,10,263,912
CENTU,369,2013,11,488,976
WESTM,523,2011,12,1132,3291
WESTU,1713,2012,12,166,506
BENGS,5,2013,5,920,2921
COIM,873,2013,3,183,375
ORIS,475,2013,10,149,415
VIJA,354,2012,9,142,335
PUNES,1067,2011,10,502,1139
EASTM,1889,2012,3,225,372
VIJA,354,2013,11,138,431
CHEN,1594,2013,1,651,1252
GUJAN,636,2013,7,838,1771
HARY&,1722,2011,8,259,726
EASTM,70,2013,1,487,1188
WESTU,2155,2012,8,109,225
HUBL,2199,2013,5,473,1456
WESTM,1115,2011,8,22,251
PUNEN,1199,2012,3,173,212
PUNEN,1665,2013,9,1722,5772
HUBL,450,2012,5,415,946
PUNEN,960,2012,1,185,367
PUNEN,1201,2011,5,116,175
PUNEN,332,2013,7,106,311
MUMB2,532,2011,9,1131,3867
WESTU,775,2011,11,727,1273
CENTU,967,2013,12,711,1232
PUNES,327,2013,1,127,523
HYDE2,1593,2011,6,85,223
GUJAS,747,2013,2,253,621
EASTM,1733,2012,7,595,1459
KOLK,2075,2013,3,1587,2615
BIHAE,1274,2011,7,95,302
GUJAN,2351,2013,5,301,713
VIJA,860,2012,2,71,206
BENGN,2373,2012,12,242,490
GUJAS,1779,2011,10,1272,3838
PUNEN,1419,2012,10,90,146
WESTU,2016,2012,11,160,416
COIM,163,2011,4,509,914
MUMB1,832,2011,12,5370,12929
NAGP,97,2013,4,880,1932
JHAR,1852,2011,4,441,1124
EASTM,261,2013,6,130,723
CHEN,2273,2013,2,601,991
GUJAS,1006,2011,10,349,486
PUNEN,1171,2013,11,163,764
NAGP,388,2013,9,164,565
GUJAN,1321,2013,5,637,1130
BIHAW,469,2013,12,227,905
NER,1956,2013,4,101,156
WESTM,1470,2013,9,141,289
PUNJ,236,2011,4,326,682
NER,1956,2012,9,73,112
HYDE2,1721,2013,4,216,586
VIJA,865,2011,7,271,415
PUNES,1245,2013,4,165,740
KERA,152,2013,10,109,111
BIHAE,1219,2013,1,267,405
EASTU,774,2013,2,164,614
NER,221,2013,7,223,867
CENTU,2048,2012,8,244,355
PUNEN,448,2012,1,1215,2902
NER,221,2012,6,213,1436
VIJA,354,2013,6,144,415
BENGN,638,2012,4,160,561
GUJAS,399,2012,9,152,301
WESTU,961,2013,11,1203,2121
BENGN,802,2013,2,287,883
DELHM,1105,2012,12,554,1442
WESTU,167,2013,4,513,1121
PUNES,292,2013,10,152,484
BIHAE,533,2012,9,610,1441
VIJA,860,2013,7,37,53
PUNEN,1575,2012,1,118,228
MUMB1,1243,2011,12,1337,7154
RAJA,116,2011,10,699,1740
WESTU,1713,2013,7,168,462
GUJAS,1449,2013,4,477,1094
VIJA,43,2013,3,305,1373
CHEN,1068,2012,10,177,314
WESTM,1186,2012,2,1068,2356
EASTU,2068,2012,8,135,248
NER,221,2012,11,213,2448
COIM,160,2013,9,257,622
MUMB1,2511,2013,12,2574,8151
HYDE2,257,2011,12,218,546
WESTU,2353,2013,5,255,676
CHEN,106,2012,4,294,367
WESTM,2461,2013,4,617,1487
VIJA,45,2012,7,395,897
NER,559,2011,10,78,323
RAJA,2341,2013,5,133,260
WESTU,775,2013,3,1104,1531
BENGN,2542,2013,7,63,121
BIHAW,1411,2013,5,120,597
KOLK,2462,2013,5,1209,2386
MUMB2,2244,2012,12,2953,10021
HARY&,2333,2012,9,1,1
VIJA,455,2011,4,464,960
BIHAE,2544,2013,4,44,61
ORIS,2121,2012,8,208,416
MUMB2,532,2012,12,1122,3841
BENGN,802,2013,11,279,788
GUJAN,470,2013,4,919,2016
EASTU,1203,2013,6,764,1394
GUJAS,2304,2012,11,222,522
BANG,1016,2012,5,1707,3167
HYDE2,2340,2013,8,174,787
BIHAE,1676,2013,10,726,1803
VIJA,50,2011,7,131,242
JHAR,1634,2012,12,555,1186
EASTU,2303,2013,3,232,500
GUJAS,747,2013,11,254,1028
EASTU,275,2011,12,240,564
VIJA,1020,2012,2,123,221
NER,1855,2011,7,1042,2005
EASTU,275,2013,1,278,883
DELHM,526,2013,10,1866,4266
COIM,1223,2013,3,454,843
