asm_area_code,customer_code,month,year,pri_ind_bpm_actuals,pri_sales_amount
BANG,845,4,2012,-350710.8449,-445633.06
MUMB2,532,4,2011,7179124.238,7664198.59
BIHAW,32,9,2011,1485431.753,1645818.82
VIJA,1000,11,2011,7801492.606,7902249.38
PUNEN,332,3,2012,483282.8071,451815.77
PUNJ,1989,8,2011,1696268.404,1813025.9
HYDE2,254,10,2012,921589.094,994122.53
HUBL,1844,5,2011,2221877.888,2423484.26
CENTU,2034,9,2012,450446.8282,483366.26
VIJA,1530,2,2011,0,7775342.83
BIHAE,1274,12,2012,839338.4628,843873.41
RAJA,1228,1,2011,0,746185.44
KOLK,1439,1,2013,2791659.246,3010135.88
NER,273,1,2011,0,195627.6
GUJAS,1006,5,2012,2118516.595,2621660.61
HYDE1,1176,3,2011,0,1290501.23
WESTU,834,8,2011,1273216.298,1418272.38
RAJA,1228,1,2012,804228.8133,825778.92
HYDE1,1892,3,2012,5749652.129,5481386.25
KERA,1148,3,2011,0,628170.2
HARY&,59,1,2013,796137.9444,907122.32
BANG,1981,11,2012,3546722.311,3721665.75
ORIS,883,3,2012,1328268.091,1397627.18
CENTU,170,12,2011,2988324.837,3100163.39
HUBL,1242,4,2011,3950599.306,4193425.55
BIHAE,1219,3,2012,1222296.45,1217757.29
PUNES,403,10,2011,7474432.818,7774475.19
HARY&,60,4,2012,2289444.548,2432491.14
BIHAE,1676,6,2012,12380776.49,12475923.49
GUJAS,1476,4,2012,6455656.911,6657110.62
HYDE1,1282,7,2011,4970349.895,5608076.1
BENGS,343,3,2012,751761.9923,792623.6
KERA,1384,1,2012,1154326.657,1180962.15
JHAR,1051,2,2012,1308785.28,1343754.46
HYDE2,1304,1,2011,0,3927086.82
WESTU,2353,10,2012,269138.5205,303006.09
NAGP,1062,2,2012,4241766.382,3958194.34
KERA,1207,2,2011,0,2945319.53
DELHM,2157,4,2012,20204768.67,21316952.77
COIM,160,1,2012,1117335.94,1102660.85
VIJA,1426,3,2011,0,1290139.85
KERA,944,6,2011,1872894.947,2181761.92
PUNJ,600,5,2012,5905596.74,6708073.95
MUMB2,482,3,2012,4293356.701,4291532.59
PUNES,328,11,2011,1620761.977,1624411.97
HUBL,353,8,2011,1914959.082,2028668.57
VIJA,1530,7,2012,4389090.618,4500129.27
WESTM,271,12,2012,1433315.295,1536423.96
NER,274,4,2011,889817.0414,951068.41
HYDE2,601,9,2011,601549.4736,648566.47
NER,273,6,2012,425503.761,460615
PUNJ,608,12,2011,9733894.618,9588106.25
WESTU,304,2,2012,980858.5274,1060210.19
JHAR,395,3,2013,955491.3773,1090666.34
MUMB1,2511,11,2013,11884427.41,14380642
WESTU,1936,9,2012,1036095.896,1083490.57
BIHAE,1676,2,2013,10377819.18,10883831.89
KOLK,1281,11,2013,4394226.157,5045266.59
HARY&,60,2,2013,1596352.114,1850386.64
HYDE1,188,7,2012,6018039.918,6252191.81
EASTM,1889,10,2013,936802.7168,1136071.08
KERA,421,7,2012,1780263.763,1905481.98
WESTU,465,9,2012,3506790.089,3784781.96
BANG,1526,9,2012,11158770.78,11733644.19
PUNJ,608,11,2013,6307673.982,6946604.19
RAJA,120,7,2013,2797423.118,3162813.61
CENTU,2036,10,2013,347710.6248,410134.06
NER,1855,4,2013,6835417.295,7497077.06
GUJAN,1804,3,2013,3872643.359,4647641.12
HYDE2,2340,8,2013,1065833.739,1205828.7
BIHAE,803,8,2013,807871.9276,885946.88
WESTU,2190,8,2013,567678.7478,607973.72
BENGS,649,5,2013,1364913.089,1514893.26
WESTU,166,2,2011,0,672081.28
NER,384,7,2011,918360.2959,1054202.78
EASTM,335,3,2011,0,1041567.71
GUJAS,1476,1,2012,3293678.114,3758271.39
BANG,1756,10,2012,3064960.174,3220116.65
ORIS,748,9,2012,916084.2879,1005137.85
MUMB1,832,1,2011,0,15959664.85
BANG,147,1,2012,8135100.181,8120222.46
NER,220,10,2012,1101955.061,1539875.89
PUNJ,1147,4,2012,941787.6823,953610.2
GUJAN,636,10,2012,3972207.485,4452182.61
PUNEN,326,11,2011,1305662.704,1306297.46
RAJA,1905,5,2012,1057597.094,1132620.39
MUMB1,832,4,2012,21236217.39,21014376.9
PUNEN,1198,12,2012,782597.0264,764554.99
MUMB2,394,2,2012,21999887.64,22398790.75
HYDE2,252,9,2012,1521688.032,1614807.36
GUJAN,1268,2,2013,11059896.71,12549815.78
WESTU,465,7,2012,3568763.401,3759839.64
HARY&,62,7,2013,916498.1383,1027910.39
PUNEN,332,2,2013,905102.1753,974674.01
GUJAN,470,3,2013,1280425.226,1498753.24
GUJAS,1164,9,2012,11624825.73,12156363.33
HARY&,2365,10,2013,535320.5467,631812.3
DELHM,2152,7,2013,6716471.702,7767524.94
BANG,2498,4,2013,849673.8137,934336.18
VIJA,865,6,2013,1104883.854,1293082.17
RAJA,2355,4,2013,1265209.948,1358003.24
ORIS,1436,4,2013,2114589.759,2312416.73
BIHAE,803,5,2013,647324.8946,729929.96
WESTM,990,8,2013,2728522.979,2956652.63
PUNEN,1171,11,2013,919356.9288,1271268.26
BANG,1154,6,2013,2005808.742,2261071.25
RAJA,2143,7,2013,1789439.274,2040524.97
GUJAS,289,8,2013,700538.2773,771677.58
GUJAS,1449,8,2013,1959458.136,2174255.08
WESTM,1470,8,2013,1732446.113,1864438.46
NER,384,10,2013,1599544.893,1642045.4
HYDE2,187,11,2013,1652720.122,2330064.36
EASTM,75,12,2013,4012727.919,4785661.46
GUJAN,1302,12,2013,-212055.0078,-263268.99
RAJA,2176,6,2012,2415999.93,2512915.77
JHAR,1051,6,2011,1406417.881,1520010.11
KERA,159,1,2012,1401739.66,1431412.18
WESTM,1555,7,2011,1146977.754,1290168.87
HYDE2,1381,11,2012,4371373.255,4654780.87
EASTM,1822,1,2012,3742559.894,3882920.71
BENGS,22,9,2011,3857905.322,4040180.2
RAJA,1456,3,2011,0,518827.96
EASTM,73,9,2011,5659704.856,6093092.85
PUNJ,232,7,2011,503291.3399,573500.3
CHEN,595,7,2011,4363347.631,4916280.05
RAJA,114,4,2012,12879060.43,13472146.08
WESTU,2066,4,2012,323200.8427,344532
BENGS,1950,12,2012,1892859.161,1877252.59
BENGS,1257,11,2012,1150265.123,1312317.77
BIHAE,536,9,2011,2547465.645,2714379.87
DELHM,1809,10,2012,1749073.99,1955443.88
HYDE2,1130,8,2012,2023844.916,2060393.29
NER,1840,11,2012,208698.5859,242815.28
KERA,159,11,2012,1285575.415,1358935.01
HYDE2,1447,1,2013,5675425.194,6062924.54
WESTU,729,1,2013,2491620.199,2839242.63
WESTM,262,9,2011,1788344.228,1951326.26
VIJA,354,4,2012,1531642.498,1588213.74
KOLK,1400,6,2011,-268427.7486,-313135.02
KERA,1206,9,2012,263999.4786,281227.12
CHEN,440,8,2011,3772529.112,3961099.02
COIM,1193,12,2011,2758774.157,2743985.51
PUNES,1376,8,2012,482031.2176,500493.71
EASTM,1733,10,2013,9169326.567,10381971.74
GUJAS,1164,2,2013,11506386.19,12889420.92
WESTM,263,9,2012,1999127.503,2138099.26
VIJA,1987,2,2013,4526183.016,4937338.04
GUJAS,289,2,2013,1197081.521,1330124.99
ORIS,748,3,2013,430202.87,486923.86
HYDE2,473,7,2012,1847717.262,1879881.21
BIHAE,2398,3,2013,792787.4384,828673.9
COIM,1249,3,2013,1050153.207,1308596.71
BENGS,1543,2,2013,1246125.282,1335956.63
PUNEN,331,3,2013,725121.0813,827677.54
GUJAN,2367,10,2013,727558.589,852249.39
HARY&,2335,4,2013,1050824.105,1180319.62
HYDE1,188,12,2013,6955225.613,8555555.77
BIHAE,534,4,2013,3385947.269,3409582.86
CENTU,1222,9,2013,5040928.593,5510739.67
WESTU,2016,12,2013,924977.5163,985285.27
COIM,1038,5,2013,403847.0321,481271
NAGP,96,6,2013,1423482.125,1645815.98
GUJAN,2351,12,2013,1516342.681,1716151.88
KERA,421,5,2013,2446961.241,2598094.76
RAJA,116,6,2013,2634953.48,3073124.7
EASTM,2329,6,2013,1641524.021,1778387.68
BANG,2476,8,2013,160643.7445,178941.02
PUNES,1343,9,2013,1619713.708,1904430.44
CENTU,2036,6,2013,217236.2744,269776.26
WESTU,2016,9,2013,627535.745,685915.66
PUNES,1245,10,2013,1823547.913,2307103.84
PUNEN,2532,11,2013,605964.2404,808926.54
JHAR,1819,9,2013,505456.546,533943.87
ORIS,1730,10,2013,2739754.179,3004734.39
NER,2770,12,2013,3159470.29,3588996.73
GUJAN,1804,10,2012,5005680.692,5464756.17
PUNEN,960,2,2011,0,3654491.57
WESTM,2358,1,2013,735180.725,794231.72
EASTU,277,3,2011,0,348831.54
BIHAW,1360,2,2011,0,3220123.53
JHAR,8,8,2011,6580471.361,7160825.87
PUNJ,1190,3,2012,2436607.971,2473941.7
VIJA,354,10,2012,982471.8095,1053017.3
NAGP,2024,9,2011,952802.2898,1130138
RAJA,1455,3,2012,3149977.311,3149557.47
MUMB2,300,11,2011,5178846.124,5364083.84
ORIS,9,3,2012,717658.4858,762318.24
KERA,582,4,2011,1635217.195,1900291.83
HYDE2,1056,9,2012,1368611.537,1452062.63
BANG,1526,11,2012,9880142.287,10541687.15
BANG,2443,12,2012,698679.404,718954.11
HYDE1,188,6,2011,12201848.87,13517796.05
BIHAW,1872,5,2011,1126079.316,1256983.88
RAJA,121,10,2011,756084.9581,811856.01
GUJAS,135,2,2011,0,3073061.71
KERA,159,9,2012,1185338.576,1266889.13
GUJAS,1164,3,2012,5276353.611,5217296.62
GUJAN,1574,7,2011,4317857.896,4760228.49
WESTM,1098,2,2011,0,2078503.26
NER,220,5,2012,1663333.647,1964718.12
EASTU,1203,4,2011,9966010.441,11050197.79
BENGS,1091,9,2011,1945744.154,2082204.33
EASTM,2330,10,2012,893034.9296,980210.78
PUNJ,619,12,2012,850378.4297,862212.98
PUNJ,236,6,2011,1152739.282,1266562.13
DELHM,1174,8,2011,9240123.898,9816886.95
HYDE2,1381,10,2012,4588307.169,4879905.38
PUNEN,1351,7,2012,930619.9183,934053.93
ORIS,1730,8,2012,3506704.178,3697407.55
GUJAN,1715,12,2011,1983695.245,2130657.52
GUJAS,1570,2,2012,4150962.172,4261269.99
WESTU,304,6,2012,1100949.48,1147882.66
HYDE2,1933,2,2013,5037499.686,5498116.3
CHEN,375,12,2011,4331272.742,4722378.04
WESTU,167,1,2012,4022785.173,4611636.71
CHEN,105,9,2012,353640.3701,381143.56
BENGS,1284,7,2011,841419.2025,928293.82
VIJA,860,1,2012,1036207.497,998756.74
HYDE2,1726,10,2012,3352833.674,3634542.59
BENGS,1295,6,2011,6173336.708,6086910.33
BIHAE,539,1,2012,3127856.608,3090295.93
CENTU,280,7,2012,788358.9022,866641.29
BIHAW,547,7,2011,944835.4786,1085353.87
GUJAN,1804,4,2012,10092076.52,10443764.65
VIJA,52,6,2012,4094046.537,4108652.44
MUMB1,1677,4,2012,22095639.36,21534175.86
MUMB2,1025,4,2011,796313.3197,904148.49
WESTU,2480,2,2013,3302110.834,3715855.78
GUJAS,1143,3,2013,1797148.477,2100995.54
BANG,2471,5,2013,637195.9094,684993.68
PUNEN,77,8,2012,5967927.782,6032436.35
BENGS,2552,12,2013,3431117.4,3805104.17
HARY&,61,8,2012,1513386.33,1546993.54
BIHAW,34,9,2012,1466963.392,1563997.9
VIJA,446,7,2012,876201.2547,882538.92
BIHAE,1954,9,2012,1419035.592,1469151.02
DELHM,1809,2,2013,2017052.831,2244829.81
CHEN,1428,2,2013,4214848.066,4447542.66
KERA,152,2,2013,2792442.755,3049137.35
CENTU,2032,10,2013,341658.7413,390049.86
PUNEN,525,8,2012,4824972.233,4950249.18
RAJA,116,2,2013,3862356.728,4280714.94
BIHAW,1853,7,2012,642871.6047,702574.83
BIHAE,539,7,2012,3293512.3,3529762.79
EASTM,335,8,2012,2010992.338,2127526.68
VIJA,865,3,2013,1023611.417,1196712.56
GUJAS,1143,7,2012,2395969.405,2614416.82
WESTU,2064,2,2013,562420.2846,632006.12
HYDE2,413,7,2012,928452.8939,931945.01
RAJA,2355,9,2012,407781.7003,441477.92
PUNEN,1199,7,2012,445693.0105,455232.55
EASTU,2013,8,2012,183191.0856,195570.14
KERA,1353,10,2013,1177773.292,1361935.12
DELHM,2250,11,2013,0,0
PUNJ,619,7,2013,561384.2206,675596.02
BANG,2473,2,2013,209877.3251,220345.76
PUNEN,1347,4,2013,949234.3687,1029788.38
WESTM,2358,4,2013,1856911.343,2033204.66
JHAR,1051,10,2013,1137448,1343941.87
RAJA,2176,4,2013,2672622.602,2952757.86
HYDE2,257,9,2013,1975905.723,2274006.64
VIJA,1987,7,2013,5060334.765,5858093.72
PUNES,1072,7,2013,587885.1482,676786.54
CENTU,2004,9,2013,843990.6676,927448.66
PUNES,1245,11,2013,1663629.058,2157805.53
BENGS,5,6,2013,2770076.276,3242201.72
HARY&,1567,8,2013,4870016.18,5025858.18
HARY&,62,8,2013,1005557.995,1081749.03
PUNEN,1214,9,2013,4113560.582,4943972.97
ORIS,748,9,2013,1073059.998,1137094.14
GUJAS,1920,9,2013,1047776.41,1222211.77
RAJA,1456,11,2013,2701445.323,2775582.78
PUNJ,600,11,2013,6090723.184,6609751.83
HUBL,1844,11,2013,3199106.385,3979247.79
GUJAN,2390,11,2012,832017.1962,902897.46
GUJAS,1779,1,2013,5301798.535,5775133.64
HARY&,2310,10,2012,934703.7992,1038047.04
WESTM,1115,1,2012,1757984.012,1942612.76
COIM,285,10,2012,1268234.738,1343037.36
RAJA,1938,7,2011,1739926.446,1944243.58
BIHAW,1986,5,2012,4423999.653,4900805.51
BIHAE,803,10,2012,671099.4401,724491.4
HARY&,66,5,2012,846793.2512,932578.28
PUNES,292,1,2012,807613.8449,779098.86
COIM,337,4,2011,12592061.86,14117995.86
GUJAS,135,7,2011,2211406.08,2468686.14
DELHM,1746,2,2011,0,7329476.62
PUNES,403,7,2011,4719979.811,5396973.63
GUJAN,137,5,2013,2627468.253,2956640.74
PUNES,1102,4,2013,1920944.929,2080586.32
PUNEN,1023,5,2013,3753233.002,3980439.9
WESTU,357,11,2013,2754817.273,3045197.79
WESTM,268,6,2013,4937972.71,5922364.55
KERA,1371,6,2013,1000601.456,1139807.12
EASTM,2329,9,2013,1350419.62,1445935.64
BENGS,1401,9,2013,567201.5279,668615.26
CHEN,1780,9,2013,9192120.077,9917228.6
JHAR,395,12,2013,1877870.882,2001215.26
COIM,873,12,2013,873658.7946,1212636.8
COIM,556,12,2013,721898.4579,862955.82
MUMB2,299,7,2012,5089774.002,5438623.22
JHAR,542,12,2011,660688.209,597738.55
BIHAE,534,10,2011,1720201.409,1803992.28
VIJA,860,5,2012,772898.2139,786959.46
PUNES,1744,3,2011,0,890075.67
CENTU,279,8,2011,325984.6295,361518.8
RAJA,1938,4,2012,2234571.931,2343721.6
BANG,1369,3,2011,0,695448.39
HUBL,1430,5,2012,3040779.641,3100265.53
HARY&,64,1,2011,0,1473849.67
BENGN,999,5,2011,864656.9825,945670.17
EASTM,1889,9,2012,1454668.017,1486606.9
MUMB2,1603,2,2011,0,18960347.57
KERA,1194,1,2013,2784496.471,3008637.61
HYDE2,413,4,2011,2820592.206,3049098.06
HYDE2,1381,1,2013,4475581.613,4815622.78
VIJA,247,2,2012,763543.2643,717529.01
WESTU,2066,12,2011,284285.3688,296681.14
BIHAW,547,10,2012,1314327.418,1415790.96
HYDE2,1721,11,2011,1661591.712,1668001.32
HYDE2,1381,3,2012,2767777.694,2563597.18
GUJAS,747,12,2012,1923557.777,2110706.1
VIJA,42,11,2011,1181490.422,1203707.36
BENGS,768,5,2012,3099927.392,3456004.24
HYDE2,843,12,2011,1168573.376,1123835.44
EASTM,1733,8,2011,7727629.095,8651507.84
VIJA,1094,5,2011,1784915.604,1952259.2
RAJA,2341,12,2012,940255.1181,1009305.74
PUNEN,332,4,2012,1200447.75,1285205.71
MUMB2,532,6,2011,4489404.995,4977464.12
WESTM,269,12,2011,1101519.986,1143485.81
WESTU,2042,4,2012,278707.9865,283993.82
NER,239,8,2011,491228.3091,543437.83
HUBL,180,10,2012,4100901.337,4275507.79
CHEN,106,10,2012,957309.3125,999154.79
VIJA,372,6,2011,4155580.131,4664552.49
VIJA,552,10,2012,1284799.104,1363804.9
VIJA,455,2,2012,4245570.342,3870794
HUBL,1430,6,2011,980066.5421,1023980.66
KOLK,1399,6,2011,2810332.343,2886199.18
PUNEN,743,2,2012,2137668.466,1954636.42
PUNES,993,3,2011,0,1224382.63
MUMB2,300,7,2012,2160521.468,2279633.43
HYDE2,1304,2,2011,0,4813513.2
NER,390,6,2011,3712736.597,4124046.96
BENGS,451,10,2011,801976.3945,899486.99
WESTU,2016,11,2011,341227.9225,381592.22
EASTU,275,7,2011,966641.0865,1109056.47
BENGN,996,9,2011,8403155.321,9102547.02
KERA,338,7,2012,1136322.574,1205121.2
BENGS,1257,7,2013,1428133.95,1900549.1
HUBL,555,9,2012,1446907.513,1531626.4
MUMB2,2244,9,2012,12444875.14,12755453.64
HARY&,59,2,2013,1085812.465,1179440.48
PUNEN,1349,2,2013,908395.6371,962040.55
NAGP,1090,8,2012,5793945.018,5987502.91
PUNJ,608,3,2012,3438341.667,3291361.74
EASTU,522,4,2012,5206307.657,5450759.56
PUNEN,1213,2,2012,1224595.006,1143749.76
COIM,1007,2,2011,0,555337.23
CENTU,170,3,2012,1231176.908,1304079.5
BANG,1369,12,2012,1441880.296,1491760.8
RAJA,2176,9,2012,2005542.337,2074280.58
WESTU,167,11,2011,3806989.299,4360771.99
EASTM,71,4,2012,5287710.422,5379671.92
VIJA,354,12,2012,1043064.366,1117762.87
GUJAS,289,3,2012,652131.4945,660559.66
CENTU,1139,6,2011,1204252.647,1348331.99
BENGN,24,6,2011,639994.0722,664229.21
BIHAE,1297,8,2011,2317542.139,2528769.3
KOLK,1818,9,2011,2917252.688,3178389.2
EASTM,410,12,2012,2541900.396,2638219.32
HUBL,180,3,2012,2736958.362,2521445.66
COIM,285,4,2012,1022938.835,1057799.88
NER,1196,1,2011,0,97932.02
JHAR,542,6,2013,391393.5014,462978.92
BIHAW,2397,4,2013,915426.0657,953320.14
NER,1855,5,2013,6661728.004,7554881.52
WESTU,168,10,2013,1051726.675,1160698.23
GUJAN,131,9,2012,1458636.032,1549804.49
NAGP,99,11,2013,10646782.21,12852183.75
VIJA,45,12,2013,2584066.727,3369480.43
PUNEN,79,5,2013,1283590.231,1377738.9
PUNJ,233,8,2012,1271006.378,1302469.5
EASTM,1877,2,2013,3136775.378,3326406.72
ORIS,13,7,2012,426733.6647,475555.82
CENTU,1139,8,2012,1199024.197,1273256.56
HYDE2,2308,3,2013,637631.7846,745346
EASTU,522,2,2013,4404422.728,4957063.25
PUNES,2317,3,2013,636458.2174,710806.83
RAJA,116,7,2013,3532268.362,3840651
BIHAE,803,4,2013,1307872.527,1342922.71
VIJA,2272,8,2013,3596468.691,4095334.98
ORIS,748,5,2013,935544.4384,1052461.96
HYDE2,1653,6,2013,2436425.431,2860326.37
MUMB2,1878,6,2013,10594655.16,11904125.4
NER,2770,11,2013,3489948.211,4138002.64
JHAR,1745,7,2013,1438993.923,1691102.1
BANG,2458,11,2013,-76224.98294,-91614.97
KERA,1039,10,2013,2325085.388,2633789.5
BIHAW,1872,8,2013,920137.2457,999863.32
VIJA,1390,9,2013,1208977.244,1460844.11
NER,2575,10,2013,-385966.8061,-468071.85
EASTU,282,10,2013,271094.5651,307728.16
HYDE2,2340,12,2013,1383201.007,1753653.69
GUJAN,2684,12,2013,6525724.284,7251738.93
GUJAN,1101,11,2013,2211385.226,3390446.16
WESTU,1713,11,2012,717793.0556,791208.16
DELHM,1316,11,2012,6955019.652,7559809.5
NER,1033,2,2011,0,3133796.21
RAJA,1228,4,2012,1549959.343,1549651.54
KERA,1064,6,2012,2008619.727,2168437.83
PUNEN,330,4,2011,2119966.436,2390956.19
WESTU,775,4,2011,10819938.07,11603764.59
BIHAE,1413,9,2011,820872.1632,873983.81
WESTU,2015,12,2012,650263.6992,666726.47
HARY&,334,1,2012,444700.1336,473504.64
MUMB2,294,1,2012,2761764.438,2756184.47
JHAR,360,2,2011,0,4924704.01
PUNES,2324,11,2012,660074.8009,632582.46
GUJAS,607,4,2012,2399260.148,2425522.61
BANG,2290,1,2013,1179521.412,1279065.89
HYDE2,251,4,2011,1833824.632,1957329.21
CHEN,1428,6,2011,4976566.336,5361561.83
PUNJ,466,4,2011,2171479.201,2345751.26
PUNES,1744,6,2011,989318.5446,1115229.43
VIJA,372,1,2011,0,3687931.21
EASTU,1042,6,2011,9231442.506,10439394.35
RAJA,1939,10,2011,5979747.665,6356476.28
GUJAS,1164,2,2012,12912372.54,12889499.64
EASTM,613,2,2011,0,3208443.25
KERA,158,1,2012,4762802.345,4967174.89
JHAR,360,4,2011,7642393.593,8508083.37
WESTU,729,3,2012,1855356.366,1998210.38
PUNES,2192,12,2012,899545.4254,903665.25
JHAR,957,7,2011,1636967.036,1827683.7
PUNEN,1419,2,2012,1139359.019,1145483.28
PUNES,1245,12,2012,2406689.213,2455252.45
CHEN,2069,7,2012,2782720.934,2967082.17
KOLK,1818,6,2011,2899748.682,2981619.69
EASTU,278,8,2011,1262149.043,1430219.4
JHAR,360,1,2011,0,3726382.97
MUMB2,991,11,2011,9120500.016,9252758.54
BIHAW,1853,4,2012,1906673.646,2018459.2
PUNJ,237,11,2011,604063.0864,653872.2
DELHM,1316,2,2012,4366850.557,4774381.39
NER,2120,1,2012,382384.6777,366059.71
JHAR,542,10,2012,415955.7444,473378.52
PUNJ,419,4,2012,2488606.43,2568523.2
WESTU,775,2,2011,0,6267762
PUNES,292,8,2012,687590.1333,698887.25
BIHAE,1297,1,2012,1623453.425,1624004.28
EASTU,283,3,2012,859415.126,868903.19
PUNES,993,11,2011,1283522.157,1278871.92
PUNEN,1347,6,2011,1105684.555,1227981.62
HARY&,68,2,2012,879956.0143,909708.18
HUBL,555,7,2011,1052742.846,1153734
HUBL,2199,2,2013,2080018.689,2194475.65
WESTU,729,4,2013,6228760.354,6870573.34
HUBL,2315,2,2013,956205.076,998221.15
VIJA,553,6,2013,1332571.067,1518462.68
HYDE2,2308,9,2012,1580651.547,1722188.68
HUBL,1242,6,2012,-473703.9653,-518244.78
KERA,1207,7,2012,1622918.895,1775634.98
VIJA,455,2,2013,3628388.608,3960660.01
BIHAW,29,10,2013,4099856.955,4673153.72
BIHAE,1954,8,2012,1241739.003,1258510.42
NAGP,2269,8,2012,1425017.38,1558262.31
HARY&,2334,11,2013,504699.1135,581155.69
VIJA,1094,2,2013,1961117.778,2160335.34
HARY&,2335,6,2013,339964.9086,413915.72
DELHM,1809,7,2013,2064318.566,2384593.53
BANG,1756,2,2013,2943193.236,3079205.57
GUJAN,2351,6,2013,811677.2456,987198.08
HYDE2,2308,4,2013,1193462.912,1336511.11
BENGN,538,4,2013,1663219.006,1745497.2
HYDE2,1422,3,2013,652174.8249,763911.22
EASTU,277,7,2013,730757.2871,824979.95
BIHAE,2628,7,2013,2407897.129,2800817.6
PUNJ,2530,7,2013,470510.3792,565769.4
KERA,1384,5,2013,2101296.246,2246942.92
MUMB2,296,5,2013,2588038.993,2858347.4
MUMB1,832,7,2013,13207404.51,14907931.38
VIJA,1987,6,2013,6761331.368,7964984.21
JHAR,1819,5,2013,788640.962,902291.11
NAGP,388,12,2013,906894.9029,1128997.67
PUNES,1608,11,2013,1388625.486,1760257.09
NER,2575,12,2013,-6123.209762,-10138.08
HYDE1,1282,8,2013,6155316.596,6990921.42
KERA,151,12,2013,2328283.907,2754283.62
JHAR,1766,11,2013,5183293.749,5930958.34
KERA,1371,9,2013,1140197.103,1297595.18
PUNJ,238,8,2012,503430.2679,535800.65
NER,2701,8,2013,151867.286,169065.02
BENGN,802,2,2013,1606609.837,1776007.64
PUNEN,1322,10,2013,313334.5129,381890.68
KOLK,1817,12,2013,9697349.788,11184997.6
KERA,1039,3,2013,2106039.601,2325935.13
HARY&,2334,3,2013,95615.68108,110355.18
CHEN,1780,3,2013,3443992.143,4179507.42
CENTU,2034,10,2013,173179.7258,189143.3
BENGS,1295,3,2013,1079251.35,1206972.42
RAJA,2460,3,2013,630715.6279,693981.02
NER,2553,5,2013,2858784.976,3295399.47
VIJA,622,4,2013,1667404.403,1900022.66
BANG,2473,4,2013,195461.6403,215127.7
GUJAN,1321,5,2013,1667294.587,1809640.24
GUJAS,1006,8,2013,2807941.851,3214340.98
CENTU,2061,9,2013,497363.7786,537651.27
MUMB2,2025,7,2013,1105936.997,1410160.46
VIJA,247,6,2013,692416.4112,825332.19
CHEN,1916,9,2013,965753.1585,1117841.21
CENTU,2612,8,2013,781182.5974,860750.66
COIM,160,11,2013,1106068.205,1400238.43
PUNJ,232,11,2012,995495.8664,1052668.32
PUNES,1102,1,2013,1855318.824,1858627.1
CHEN,1594,1,2013,1865755.641,2011256.86
PUNJ,238,1,2012,390243.4537,408106.48
KERA,159,7,2011,1421595.235,1616279.82
PUNES,328,4,2011,1678073.131,1868978.61
CENTU,170,5,2012,2567753.642,2867470.26
HYDE2,255,3,2011,0,944370.04
VIJA,372,4,2011,5095454.636,5559354.27
BIHAE,2398,1,2013,1967648.416,2034799.63
EASTU,275,10,2011,1151257.526,1230504.17
WESTM,1098,7,2011,1494371.728,1731078.2
HARY&,61,1,2012,1137277.648,1183758.17
RAJA,2143,4,2012,3147665.772,3361734.8
JHAR,395,7,2011,1071460.993,1235341.72
JHAR,8,7,2011,4420864.213,4918894.47
COIM,337,1,2013,6368019.622,6696791.62
CENTU,2061,1,2013,301570.2745,337121.65
BENGN,802,1,2013,1769483.935,1861329.62
HYDE2,413,3,2011,0,628322.7
PUNEN,1351,6,2011,1014485.873,1139573.1
MUMB2,1603,4,2011,25372275.08,26898873.29
CENTU,1996,3,2012,130123.3927,138279.16
HARY&,62,5,2012,753245.619,820017.68
HARY&,393,5,2012,3458721.767,3765600.5
VIJA,1403,3,2012,2013101.39,1873156.71
BENGS,1558,6,2011,3086574.829,3243998.56
MUMB2,991,7,2011,6087294.403,6797139.69
BENGS,18,7,2011,1816635.769,2035088.6
